PC1,PC2,Cluster
0.4766922168851008,-2.176105410985109,-1
-1.126452362413106,-0.4160067456386893,-1
0.5077619434851346,0.21544709157127223,-1
-0.2678805834310026,-0.6692054998037534,-1
-0.5384009121547703,-2.324789238010958,-1
-0.22340475451175063,0.3803064660625879,-1
0.02539869931124584,0.8740615205152885,-1
-0.9991768062912327,1.7668241538541931,-1
-0.3532434247944268,-0.43448690934177264,-1
0.6510067160870292,-0.3118000697144062,-1
1.007280529900607,-0.6128009220772106,-1
-0.2094703517434234,1.444073306992911,-1
-0.1565714954744665,0.4321137588607317,-1
-0.0929391575005614,0.21990223096314115,-1
-0.38058392988197254,-0.15621321358205698,-1
1.5990612016714303,0.1482427838666179,0
-0.8915969398471842,0.198317214202582,-1
-0.20936084528995633,0.670322274156805,-1
1.0563515383776718,-0.9135816804013172,-1
-0.741323398390018,-0.776089916195435,-1
-1.384834070763429,-0.27890005320942357,-1
-0.3308859946763944,-1.4321915824099705,-1
0.8889535532628624,1.3402937436587055,-1
1.8199822214690249,-0.3012000972224343,-1
2.407935045447955,1.171022398529467,-1
-1.4230311924981376,1.1577124014707045,-1
-1.8792400573460428,-1.0023913414190897,-1
-2.4182204991273135,0.6056103926290723,-1
0.39943476368504244,0.9256487192747339,-1
-1.904658003490046,0.06737818707480643,-1
-0.24193433683789065,0.6668323493227136,-1
-1.4496352644037034,-0.31296254610949376,-1
-1.0086564345391547,-0.9833190873880108,-1
-2.092378605011193,-0.4548866175058568,-1
-1.0741940613614092,0.7315670630518325,-1
1.1677701327876753,-0.5860134545729382,-1
0.1609568777454161,0.6593372298882171,-1
1.3561176610373356,-1.0389462604960822,-1
0.42252862698505556,-1.8210045971333781,-1
-0.6440582196552762,0.03521353437483308,-1
1.1321052266298295,-1.6272732329388715,-1
1.2390581663453646,-2.220582562086675,-1
0.3785810985149122,-0.4647091853793571,-1
-0.3003445685254697,-1.4464464574739522,-1
0.23789944007382027,-1.3054995481822003,-1
0.33783449110814756,1.1556050470703982,-1
1.145303196216176,1.1854422513313663,-1
-1.2244539743298277,0.5216384471309554,-1
0.4161376650323599,0.25821171676321697,-1
-0.3308859946763944,-1.4321915824099705,-1
-0.8140165706162045,-0.13446321908357947,-1
-0.8000821678478769,0.9293036218467442,-1
1.3503672543019012,-1.1192633034221893,-1
1.229370405364571,-0.815969782368602,-1
-0.38441177767386475,0.5549655762260162,-1
-0.9552292778210895,0.4105287421001723,-1
0.039431728358977625,-1.4431766266785582,-1
0.120837197067165,1.3044538518341648,-1
2.523698907924897,0.5859652568820725,-1
-0.6205455623596229,0.4681186284231907,-1
-0.21765434777631606,0.4606235089886946,-1
-2.324046735002484,0.3791439896675004,-1
-0.7363403234205045,-0.05665893888695323,-1
1.2294799118180382,-1.5897208152047084,-1
0.09605980614042194,0.21469002350535887,-1
-1.1067675529093441,0.728077138217741,-1
-1.3357630622863637,-0.5796808115335298,-1
0.5301193736031671,-0.7822575814969257,-1
-0.26405273563911036,-1.3803842896118272,-1
-1.2549954004807526,0.5358933221949372,-1
2.590532166962181,0.6377725496802161,-1
-0.18658462117628272,2.8521760115450756,-1
0.20353016613100336,-0.5800658833101454,-1
-1.5210328044148604,2.0953575942403493,-1
1.1249778314951537,2.200891724297638,-1
1.7072788750180548,0.21179218899926278,-1
-0.674071345357093,2.4552757870591777,-1
1.0912491127695976,0.7667920323469907,0
0.5744856960689515,1.0410054172055228,-1
-0.13944705181682293,-0.8473545348012737,-1
0.832339103970166,-1.5019086528441061,-1
-0.09282965104709369,-0.5538488018729651,-1
0.6540981306969411,0.7259697838174344,-1
-1.1875352147149556,-0.3874969955107261,-1
-1.292456089033481,0.22355713353515108,-1
2.1095322826987855,-1.427759275219489,-1
-2.2222172752938696,-1.269679992910218,-1
0.7356022256845328,0.09259527420598784,-1
-0.7905039133205509,0.29844187496477803,-1
-0.6669439502224176,-1.3728891701773316,-1
0.15277288171252354,-0.3241125681159994,-1
0.6878268494224974,2.160069475768082,-1
1.5304321602392637,0.8253590807746205,-1
1.2159643030453524,0.5260707543214369,0
1.9312913094255608,0.8001191614420515,-1
-0.6567278887925149,-0.3716945722750414,-1
0.6471788682951375,0.3993787200936669,-1
0.008263375479539724,-0.45372414111076953,-1
1.8243383697100253,1.3934284905898557,-1
-1.4331377474745732,-0.617233229267692,-1
