PC1,PC2,Cluster
1.19296753435073,-0.5929473248891681,3
-0.744105743091533,0.33214004803501207,1
-0.6133009824150805,0.22075033192178098,1
-0.9293785577453753,-0.9603397040245157,4
0.3334246134079547,-0.2985239301573698,2
0.2898303717140177,0.41311338867974134,4
1.3125463524624463,0.05378770302532136,0
0.39609459371847977,1.390836079892686,0
0.21320308125721382,-0.1191843259705956,4
0.12029666009278156,-1.5058328879220264,3
-0.5716290743305988,0.7889131390615883,1
-0.7233508481411933,0.19766355193474236,2
0.44716698861462856,1.3722060353639647,0
-0.7939359146424101,-1.2234409641987622,2
0.2618941739607858,0.07972628330443851,4
0.36144187025308816,0.45342107488810574,1
1.197605416777241,-0.7446588689501836,3
-0.716250604430202,0.2469692537401416,2
1.0217704851602258,-1.5034459097914,3
-0.8174932260093196,-1.4371871793576987,2
0.11327747547369149,-1.1365806900572526,3
-0.756945551851181,0.19836105021872874,2
-0.7642237325104622,0.8389656823608862,4
-0.8025373777388641,0.5728168250357178,4
-0.6382626353110641,0.7440993741849947,2
1.239579983768653,-1.1497761593044276,3
0.30198961207551495,0.8764709114870843,1
1.164647618598664,-0.37161223244059133,3
1.1287152755628391,-0.8553017435695157,3
1.2440399292468762,-0.6115773694178883,3
0.27235268052785666,0.4310459349244769,4
0.448446608185062,0.9184805414883083,0
-0.7292683501381405,0.8031005898714162,4
1.2077612644373812,0.5799408801639048,0
-0.820733033548337,-0.20015766661532564,1
-0.7697416977440891,-0.6373456108142201,2
0.20172395115990058,-0.28813091799236135,3
-0.8143565629682695,0.2566647676211635,4
-0.7114506038198872,0.9323735090194695,1
-0.5891878246086608,0.3882877856361506,2
-0.911819807467314,-0.5597143505990771,4
-0.7952965933047448,-1.188273369993279,2
-0.9142821687517918,-0.760731596465494,2
0.4518859301330428,1.6390523909731196,0
1.235697462190613,0.9133279855392078,0
0.4418111415648032,0.7330105415292036,1
-0.6554376675902945,-0.21124817706432059,2
-0.7744606392625035,-0.904191966423375,2
-0.7433877784682211,1.12304708593079,4
-0.8909838534250734,-0.2756329470291735,4
0.25551770338071805,-0.3770961509320505,1
1.2135008294860374,0.6644141761747879,0
1.3711401052935792,0.6502267253649602,0
-0.8604073574390735,-0.43113892973501045,1
1.30680678741379,-0.030685592985561606,0
-0.7091503607192111,0.29627495554554106,1
-0.7034107956705546,0.3807482515564241,4
-0.7125896826671919,-0.4242968939392704,2
0.20066593140449662,-1.2262434212809288,3
-0.7152299808999598,0.06459619414186961,4
0.20134023316106928,0.2665912798315165,0
-0.7092314198111122,-0.12228294412463164,2
0.1792246595483948,0.43623537013726915,4
0.19892153474333088,-0.6363536292515671,2
1.2955334383670176,-0.06444404888364894,3
0.2887286890918744,0.1769285486078409,0
-0.7175302240006357,0.700694747615798,4
0.27355124100638933,-0.44123745862135244,2
0.18552587954417313,-0.7239238656232826,2
0.3597785326838233,1.4618687665876402,0
-0.6886544618090622,0.4331508937226562,4
-0.6920127246651421,0.13113694390801747,4
0.21320308125721382,-0.1191843259705956,4
-0.7303263698935442,-0.13501191341715085,4
0.2769905629543701,0.2793343908634591,4
0.3052668158396939,0.7599269616315507,0
-0.776458223456249,-1.2413735104434978,2
-0.684572425822059,0.32764811110620534,1
0.12901076999868674,-0.5646234442726266,2
-0.6452007608382534,1.531909471719941,1
-0.6882333475850693,0.9989142587856176,1
0.304926760707602,0.6127214962387619,4
1.4080930718596465,0.9515431768956124,0
-0.8126932253990045,-0.7517829240783709,4
-0.7572045478913718,0.4697134844961132,4
-0.8137138489292471,-0.5694098644800988,1
1.3119094469310355,-0.3185614352002847,0
-0.6765762805394661,0.4779505168598265,2
1.4302897045642218,1.2004569862600323,0
-0.7582625676467761,-0.46839901879245394,4
-0.8375738192030869,0.19012401785501545,4
-0.8701478993828322,0.00844845654072994,4
0.18960210702356473,0.36899712208713453,4
1.2894101553195296,0.40580485292934604,0
1.384875815624829,0.8850024271294645,0
0.30858768247061225,-0.058544651440649936,4
1.2335377598130657,-0.26096935782126,0
1.2265996342858767,0.5268407397136861,0
-0.8477296668632276,-1.1344757312590734,2
-0.8493930044324923,-0.12602803955953892,4
-0.7790985216890169,-0.7524804223623573,4
-0.7468271004162019,0.40247523644597855,4
1.158271148018596,-0.8284346666770802,3
-0.5625312464258627,1.1754003848871104,1
0.16748653341089056,0.5386412123928872,4
0.21639922592949193,-0.654286175496302,2
-0.7193062083793516,-1.028324793568548,2
0.1690688118882544,-0.8883643789768199,3
-0.6566362280688272,0.6610352164815084,1
0.3651027920160985,-0.21784507279130616,1
0.3755612985831694,0.13347457882873187,1
0.30858768247061225,-0.058544651440649936,4
1.0204098064978921,-1.4682783155859163,3
-0.6594386444853966,0.31281250522230303,4
1.324365537691852,0.369939760439876,0
-0.6825748416283135,0.6648296551263276,4
-0.6883144066769702,0.5803563591154445,2
0.20066593140449662,-1.2262434212809288,3
1.2998686618866002,0.7571245045493843,0
-0.6099427195590011,0.5227642817364199,1
1.30680678741379,-0.030685592985561606,0
1.2312001204872285,-0.7453563672341708,3
-0.8362941996326535,-0.2636014760206408,2
1.3748010270565896,-0.021039422314451876,0
-0.6835144060666553,1.2657606143947726,1
-0.738144578227847,-0.9752246531183288,2
-0.7044314192007969,0.5631213111546962,1
0.2051632731078814,0.4324409314924499,1
0.17472731784501014,-1.2224489826361096,3
-0.8066946643101567,-0.938662062344872,2
-0.8106145821133581,0.003956519611924237,4
0.19606544520314476,0.04595368566692811,1
0.2979075760885118,0.9819736941035355,4
-0.756945551851181,0.19836105021872874,2
-0.6359623922103881,0.10800082071106672,2
0.15733068575075,-0.7859585367212014,3
0.29008936775420885,0.14176095440235725,0
0.37253728235157013,1.1770898647337502,0
-0.6116060571282655,1.5312119734359546,4
1.1928864752588262,-1.0115052245593392,3
-0.8466716471078235,-0.1963632279705062,2
1.1602313359871805,-1.611738685543797,3
1.3486408136820731,1.374593013494591,0
0.1737877534066687,-0.6215180233676646,3
1.3079084700359331,0.20549924708633902,0
1.2245209910002302,-0.22889870397660897,0
-0.80741843744108,-0.5311453299137824,2
0.10153934933618702,-1.0341748478016344,3
1.1266366322771928,-1.6110411872598103,3
-0.6310813325081719,1.2119629756605672,1
-0.666117773972395,0.8292701684798646,1
-0.5578933639993487,1.0236888408260927,2
0.2390169728580601,0.1603909989310789,2
-0.8594677930007318,-1.0320698890034552,4
1.1892255534958163,-0.34023907687992716,3
0.22685773249656277,-0.302966523876264,4
0.11089617328111463,-0.9190400362534973,3
1.1425320449859901,-0.2019681421348388,3
-0.6452818199301541,1.1133515720497684,2
0.17816663979299088,-0.5018771331512978,4
1.177827482490404,-0.0906277692315205,3
0.3685421139640792,0.5027267766935054,1
-0.858409773245328,-0.09395738571488814,4
-0.8301709165851657,-0.7338503778336358,4
-0.7558438692290377,0.4345458902906295,4
-0.8746078448610555,-0.5297503333458093,2
-0.7536246852202625,-0.6201105628534714,2
-0.7131513376143136,0.8203356378321645,4
-0.7884990085006838,-0.16568757069382858,4
0.19938631183406313,-0.7725179274052725,3
-0.768299959989854,-0.2539553053495308,1
-0.7148088666759669,0.6303595592048307,1
-0.7367838995655129,-1.0103922473238127,2
-0.7817014236966231,0.8568982286056214,4
0.17242707474433425,-0.5863504291621808,3
-0.6412371801683127,-0.11263677345352185,1
1.2974873596940237,0.9746651583531402,0
-0.7927968357951053,0.13322943875997734,1
0.39303898976933055,0.11554203258399694,1
-0.7885800675925845,-0.5842454703640011,2
-0.8631287147637422,-0.36080374132404336,4
-0.73610959780894,0.4824424537886325,2
-0.7000525328144749,0.6827622013710629,4
1.353322358975326,0.520953806216907,0
0.24034025529523298,-0.9952621581612439,3
0.35434162654209717,0.40411537308270634,0
0.1213546798481856,-0.5677203846334591,3
1.2928120810423487,0.005891139527318309,3
-0.8126932253990045,-0.7517829240783709,4
0.293750289517219,-0.5295051932770547,2
1.3885367373878392,0.21373627945005216,0
-0.8665680367117227,-1.0813755908088545,2
1.219802049481816,-0.4957450595857639,3
1.3906153806734856,0.9694757231403476,0
1.185948349731637,-0.22369512702439298,3
-0.8685656209054685,-1.418557134828977,2
-0.6184036419323263,0.5086261741365041,2
0.24101455705180552,0.49757254295120135,0
0.24811480076279654,0.5468782447566009,0
0.30156849785152207,0.31070754642412335,4
-0.5591729835697824,1.477414334701749,4
0.352899888787862,0.020725067618017456,2
0.22855846629098928,-0.19092865268895926,2
0.2702740372422104,-0.3246935087658183,3
-0.7743795801706027,-0.4856340667532025,4
0.2712509979057133,0.1948610948525761,0
1.1333531579893523,-1.007013287630533,3
-0.8564121890515823,0.24322415830523422,4
1.1858672906397363,-0.6422530266945659,3
-0.7955992522116748,-0.21499327249922806,2
-0.6472357412571599,0.07424236481297945,1
0.4418111415648032,0.7330105415292036,1
0.31704860484393765,-0.04440654384073408,3
0.22158294453863844,-0.5236041180408523,3
-0.737345554512634,0.23424028444762252,4
0.37619820411458055,0.505823717054338,0
-0.6312434506919737,0.37484717632022146,2
-0.7006894383458858,0.3104130631454569,1
